Line_Item_Id,Transaction_Id,Date,Customer_Id,Loyalty_Member,Product_Id,Product_Name,Category,Brand,Unit_Price,Quantity,Line_Total,Discount_Applied,Net_Amount,Payment_Method,Cashier_Id
LI019298,TXN14042,24-01-2026,C0040,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,1.9,36.1,UPI,EMP03
LI019299,TXN14042,24-01-2026,C0040,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,2,90,4.5,85.5,Cash,EMP03
LI019300,TXN14042,24-01-2026,C0040,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,1.75,33.25,UPI,EMP04
LI019301,TXN14042,24-01-2026,C0040,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,8.9,169.1,Card,EMP03
LI019302,TXN14042,24-01-2026,C0040,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,0,135,UPI,EMP02
LI019303,TXN14042,24-01-2026,C0040,TRUE,P017,Coriander Powder 100g,Spices,Local,28,4,112,5.6,106.4,UPI,EMP03
LI019304,TXN14042,24-01-2026,C0040,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,0,40,Cash,EMP04
LI019305,TXN14042,24-01-2026,C0040,TRUE,P029,Potato 1kg,Vegetables,Fresh,34,2,68,0,68,UPI,EMP01
LI019306,TXN14042,24-01-2026,C0040,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,0,95,Card,EMP02
LI019307,TXN14042,24-01-2026,C0040,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,9.5,180.5,Cash,EMP01
LI019308,TXN14042,24-01-2026,C0040,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,2,290,0,290,UPI,EMP01
LI019309,TXN14042,24-01-2026,C0040,TRUE,P030,Banana 1 dozen,Fruits,Fresh,61,2,122,6.1,115.9,Cash,EMP02
LI019310,TXN14043,24-01-2026,C0042,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,UPI,EMP02
LI019311,TXN14043,24-01-2026,C0042,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,3.1,58.9,UPI,EMP03
LI019312,TXN14043,24-01-2026,C0042,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,UPI,EMP01
LI019313,TXN14043,24-01-2026,C0042,TRUE,P026,Namkeen Mix 250g,Snacks,Bikano,48,2,96,4.8,91.2,Cash,EMP03
LI019314,TXN14043,24-01-2026,C0042,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,2,336,0,336,UPI,EMP04
LI019315,TXN14043,24-01-2026,C0042,TRUE,P005,Chana Dal 1kg,Staples,Local,98,1,98,4.9,93.1,Cash,EMP03
LI019316,TXN14044,24-01-2026,C0039,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,2,38,Card,EMP03
LI019317,TXN14044,24-01-2026,C0039,TRUE,P027,Tomato 1kg,Vegetables,Fresh,41,1,41,2.05,38.95,Card,EMP02
LI019318,TXN14044,24-01-2026,C0039,TRUE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,UPI,EMP02
LI019319,TXN14044,24-01-2026,C0039,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,2,90,4.5,85.5,Cash,EMP04
LI019320,TXN14044,24-01-2026,C0039,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,0,135,Cash,EMP03
LI019321,TXN14044,24-01-2026,C0039,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,UPI,EMP01
LI019322,TXN14044,24-01-2026,C0039,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,Cash,EMP01
LI019323,TXN14045,2026-01-24,C0018,FALSE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,1,235,0,235,Cash,EMP03
LI019324,TXN14045,2026-01-24,C0018,FALSE,P013,Butter 100g,Dairy,Amul,58,2,116,0,116,Cash,EMP01
LI019325,TXN14046,24-01-2026,C0053,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,2,356,0,356,UPI,EMP04
LI019326,TXN14046,24-01-2026,C0053,TRUE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,Cash,EMP01
LI019327,TXN14046,24-01-2026,C0053,TRUE,P013,Butter 100g,Dairy,Amul,58,1,58,0,58,UPI,EMP01
LI019328,TXN14047,2026-01-24,C0025,FALSE,P011,Curd 400g,Dairy,Aavin,35,3,105,0,105,Cash,EMP01
LI019329,TXN14047,2026-01-24,C0025,FALSE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,UPI,EMP02
LI019330,TXN14047,2026-01-24,C0025,FALSE,P035,Dish Wash Bar 200g,Household,Vim,32,1,32,0,32,Cash,EMP04
LI019331,TXN14047,2026-01-24,C0025,FALSE,P017,Coriander Powder 100g,Spices,Local,28,1,28,0,28,UPI,EMP02
LI019332,TXN14047,2026-01-24,C0025,FALSE,P005,Chana Dal 1kg,Staples,Local,98,4,392,0,392,UPI,EMP04
LI019333,TXN14047,2026-01-24,C0025,FALSE,P030,Banana 1 dozen,Fruits,Fresh,54,3,162,0,162,Cash,EMP01
LI019334,TXN14048,24-01-2026,C0055,TRUE,P017,Coriander Powder 100g,Spices,Local,28,1,28,0,28,Card,EMP02
LI019335,TXN14048,24-01-2026,C0055,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,0,124,Cash,EMP03
LI019336,TXN14048,24-01-2026,C0055,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,2,420,21,399,Card,EMP04
LI019337,TXN14048,24-01-2026,C0055,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,2,570,28.5,541.5,UPI,EMP02
LI019338,TXN14049,24-01-2026,C0072,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,4,460,0,460,UPI,EMP03
LI019339,TXN14049,24-01-2026,C0072,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,UPI,EMP02
LI019340,TXN14049,24-01-2026,C0072,TRUE,P021,Horlicks 200g,Beverages,GSK,162,5,810,0,810,Cash,EMP01
LI019341,TXN14049,24-01-2026,C0072,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,5,1050,52.5,997.5,UPI,EMP02
LI019342,TXN14049,24-01-2026,C0072,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,0,35,Card,EMP04
LI019343,TXN14049,24-01-2026,C0072,TRUE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,Cash,EMP03
LI019344,TXN14049,24-01-2026,C0072,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,4,180,0,180,UPI,EMP03
LI019345,TXN14049,24-01-2026,C0072,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,2,110,5.5,104.5,Cash,EMP01
LI019346,TXN14050,2026-01-24,C0059,FALSE,P020,Coffee Powder 200g,Beverages,Bru,128,1,128,0,128,Cash,EMP04
LI019347,TXN14050,2026-01-24,C0059,FALSE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,4,540,0,540,Cash,EMP04
LI019348,TXN14051,24-01-2026,C0037,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,Cash,EMP02
LI019349,TXN14051,24-01-2026,C0037,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,2,336,0,336,UPI,EMP04
LI019350,TXN14051,24-01-2026,C0037,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,0,135,Cash,EMP04
LI019351,TXN14051,24-01-2026,C0037,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,2,110,0,110,UPI,EMP03
LI019352,TXN14051,24-01-2026,C0037,TRUE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,UPI,EMP01
LI019353,TXN14052,25-01-2026,C0021,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,6.75,128.25,Cash,EMP04
LI019354,TXN14052,25-01-2026,C0021,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,4,152,0,152,UPI,EMP04
LI019355,TXN14052,25-01-2026,C0021,TRUE,P012,Paneer 200g,Dairy,Heritage,75,2,150,0,150,UPI,EMP02
LI019356,TXN14052,25-01-2026,C0021,TRUE,P027,Tomato 1kg,Vegetables,Fresh,37,1,37,1.85,35.15,UPI,EMP03
LI019357,TXN14053,25-01-2026,C0002,TRUE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,Card,EMP04
LI019358,TXN14053,25-01-2026,C0002,TRUE,P021,Horlicks 200g,Beverages,GSK,162,3,486,0,486,UPI,EMP04
LI019359,TXN14053,25-01-2026,C0002,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,Cash,EMP01
LI019360,TXN14054,2026-01-25,C0020,FALSE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,Cash,EMP04
LI019361,TXN14054,2026-01-25,C0020,FALSE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,0,124,Cash,EMP04
LI019362,TXN14054,2026-01-25,C0020,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,UPI,EMP02
LI019363,TXN14054,2026-01-25,C0020,FALSE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,UPI,EMP03
LI019364,TXN14054,2026-01-25,C0020,FALSE,P019,Tea Powder 250g,Beverages,Red Label,115,2,230,0,230,UPI,EMP03
LI019365,TXN14055,2026-01-25,C0024,FALSE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,UPI,EMP01
LI019366,TXN14055,2026-01-25,C0024,FALSE,P020,Coffee Powder 200g,Beverages,Bru,128,2,256,0,256,UPI,EMP01
LI019367,TXN14055,2026-01-25,C0024,FALSE,P030,Banana 1 dozen,Fruits,Fresh,55,3,165,0,165,Cash,EMP02
LI019368,TXN14055,2026-01-25,C0024,FALSE,P035,Dish Wash Bar 200g,Household,Vim,32,5,160,0,160,Card,EMP02
LI019369,TXN14055,2026-01-25,C0024,FALSE,P027,Tomato 1kg,Vegetables,Fresh,40,1,40,0,40,Cash,EMP04
LI019370,TXN14055,2026-01-25,C0024,FALSE,P026,Namkeen Mix 250g,Snacks,Bikano,48,1,48,0,48,UPI,EMP03
LI019371,TXN14055,2026-01-25,C0024,FALSE,P017,Coriander Powder 100g,Spices,Local,28,1,28,0,28,Cash,EMP02
LI019372,TXN14055,2026-01-25,C0024,FALSE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,Card,EMP03
LI019373,TXN14055,2026-01-25,C0024,FALSE,P018,Garam Masala 50g,Spices,Everest,42,3,126,0,126,UPI,EMP01
LI019374,TXN14055,2026-01-25,C0024,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,5,100,0,100,UPI,EMP01
LI019375,TXN14056,2026-01-25,C0013,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,3,114,0,114,UPI,EMP03
LI019376,TXN14056,2026-01-25,C0013,FALSE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,3,705,0,705,Cash,EMP01
LI019377,TXN14056,2026-01-25,C0013,FALSE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,0,95,Card,EMP02
LI019378,TXN14056,2026-01-25,C0013,FALSE,P023,Murukku 200g,Snacks,Haldirams,45,2,90,0,90,Cash,EMP04
LI019379,TXN14057,25-01-2026,C0098,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,2,356,0,356,UPI,EMP04
LI019380,TXN14057,25-01-2026,C0098,TRUE,P017,Coriander Powder 100g,Spices,Local,28,3,84,0,84,UPI,EMP04
LI019381,TXN14057,25-01-2026,C0098,TRUE,P028,Onion 1kg,Vegetables,Fresh,44,1,44,0,44,UPI,EMP03
LI019382,TXN14057,25-01-2026,C0098,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,1,32,0,32,Cash,EMP03
LI019383,TXN14058,25-01-2026,C0037,TRUE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,1,32,1.6,30.4,UPI,EMP01
LI019384,TXN14058,25-01-2026,C0037,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,3,504,0,504,UPI,EMP02
LI019385,TXN14058,25-01-2026,C0037,TRUE,P012,Paneer 200g,Dairy,Heritage,75,1,75,0,75,Card,EMP04
LI019386,TXN14058,25-01-2026,C0037,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,0,35,Cash,EMP04
LI019387,TXN14059,25-01-2026,C0050,TRUE,P027,Tomato 1kg,Vegetables,Fresh,45,1,45,0,45,UPI,EMP02
LI019388,TXN14059,25-01-2026,C0050,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,2,420,0,420,Cash,EMP04
LI019389,TXN14059,25-01-2026,C0050,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,4.75,90.25,Cash,EMP03
LI019390,TXN14059,25-01-2026,C0050,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,UPI,EMP02
LI019391,TXN14059,25-01-2026,C0050,TRUE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,Cash,EMP01
LI019392,TXN14060,25-01-2026,C0047,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,2,64,0,64,Cash,EMP03
LI019393,TXN14060,25-01-2026,C0047,TRUE,P028,Onion 1kg,Vegetables,Fresh,45,2,90,0,90,Cash,EMP02
LI019394,TXN14060,25-01-2026,C0047,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,Cash,EMP04
LI019395,TXN14060,25-01-2026,C0047,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,UPI,EMP04
LI019396,TXN14060,25-01-2026,C0047,TRUE,P029,Potato 1kg,Vegetables,Fresh,34,3,102,0,102,UPI,EMP04
LI019397,TXN14061,25-01-2026,C0054,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,4,380,0,380,UPI,EMP04
LI019398,TXN14061,25-01-2026,C0054,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,1,115,0,115,Cash,EMP03
LI019399,TXN14061,25-01-2026,C0054,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,0,95,Cash,EMP02
LI019400,TXN14062,25-01-2026,C0042,TRUE,P034,Detergent Powder 1kg,Household,Surf Excel,145,2,290,0,290,UPI,EMP01
LI019401,TXN14063,25-01-2026,C0019,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,2,470,0,470,Cash,EMP01
LI019402,TXN14063,25-01-2026,C0019,TRUE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,Cash,EMP03
LI019403,TXN14063,25-01-2026,C0019,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,3.1,58.9,Card,EMP03
LI019404,TXN14064,25-01-2026,C0108,TRUE,P018,Garam Masala 50g,Spices,Everest,42,3,126,0,126,UPI,EMP03
LI019405,TXN14064,25-01-2026,C0108,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,2,336,16.8,319.2,UPI,EMP03
LI019406,TXN14064,25-01-2026,C0108,TRUE,P004,Urad Dal 500g,Staples,Local,72,4,288,14.4,273.6,UPI,EMP04
LI019407,TXN14064,25-01-2026,C0108,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,UPI,EMP02
LI019408,TXN14064,25-01-2026,C0108,TRUE,P005,Chana Dal 1kg,Staples,Local,98,2,196,0,196,Cash,EMP02
LI019409,TXN14064,25-01-2026,C0108,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,1.75,33.25,Cash,EMP01
LI019410,TXN14064,25-01-2026,C0108,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,2,64,0,64,Cash,EMP02
LI019411,TXN14064,25-01-2026,C0108,TRUE,P013,Butter 100g,Dairy,Amul,58,1,58,2.9,55.1,Cash,EMP01
LI019412,TXN14065,25-01-2026,C0033,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,Card,EMP02
LI019413,TXN14065,25-01-2026,C0033,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,UPI,EMP02
LI019414,TXN14065,25-01-2026,C0033,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,0,124,UPI,EMP03
LI019415,TXN14065,25-01-2026,C0033,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,4,940,0,940,UPI,EMP02
LI019416,TXN14065,25-01-2026,C0033,TRUE,P020,Coffee Powder 200g,Beverages,Bru,128,2,256,12.8,243.2,Cash,EMP04
LI019417,TXN14065,25-01-2026,C0033,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,UPI,EMP01
LI019418,TXN14065,25-01-2026,C0033,TRUE,P011,Curd 400g,Dairy,Aavin,35,2,70,3.5,66.5,Cash,EMP02
LI019419,TXN14065,25-01-2026,C0033,TRUE,P026,Namkeen Mix 250g,Snacks,Bikano,48,2,96,4.8,91.2,UPI,EMP04
LI019420,TXN14066,25-01-2026,C0054,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,6.75,128.25,UPI,EMP03
LI019421,TXN14066,25-01-2026,C0054,TRUE,P011,Curd 400g,Dairy,Aavin,35,3,105,5.25,99.75,Cash,EMP04
LI019422,TXN14066,25-01-2026,C0054,TRUE,P027,Tomato 1kg,Vegetables,Fresh,37,1,37,0,37,Cash,EMP02
LI019423,TXN14067,25-01-2026,C0029,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,3,435,0,435,UPI,EMP04
LI019424,TXN14067,25-01-2026,C0029,TRUE,P029,Potato 1kg,Vegetables,Fresh,32,1,32,0,32,Cash,EMP03
LI019425,TXN14067,25-01-2026,C0029,TRUE,P028,Onion 1kg,Vegetables,Fresh,41,3,123,6.15,116.85,UPI,EMP03
LI019426,TXN14067,25-01-2026,C0029,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,1,55,0,55,UPI,EMP01
LI019427,TXN14067,25-01-2026,C0029,TRUE,P004,Urad Dal 500g,Staples,Local,72,4,288,14.4,273.6,Cash,EMP02
LI019428,TXN14067,25-01-2026,C0029,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,3,705,0,705,UPI,EMP01
LI019429,TXN14068,25-01-2026,C0043,TRUE,P012,Paneer 200g,Dairy,Heritage,75,1,75,3.75,71.25,Cash,EMP02
LI019430,TXN14068,25-01-2026,C0043,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,1,285,0,285,Cash,EMP03
LI019431,TXN14068,25-01-2026,C0043,TRUE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,UPI,EMP03
LI019432,TXN14068,25-01-2026,C0043,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,2,64,0,64,UPI,EMP02
LI019433,TXN14068,25-01-2026,C0043,TRUE,P030,Banana 1 dozen,Fruits,Fresh,52,3,156,0,156,Card,EMP04
LI019434,TXN14068,25-01-2026,C0043,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,2,76,3.8,72.2,UPI,EMP03
LI019435,TXN14068,25-01-2026,C0043,TRUE,P027,Tomato 1kg,Vegetables,Fresh,37,2,74,0,74,UPI,EMP02
LI019436,TXN14068,25-01-2026,C0043,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,6.75,128.25,UPI,EMP02
LI019437,TXN14068,25-01-2026,C0043,TRUE,P013,Butter 100g,Dairy,Amul,58,1,58,0,58,UPI,EMP04
LI019438,TXN14068,25-01-2026,C0043,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,8.4,159.6,Cash,EMP03
LI019439,TXN14068,25-01-2026,C0043,TRUE,P005,Chana Dal 1kg,Staples,Local,98,2,196,0,196,Cash,EMP03
LI019440,TXN14068,25-01-2026,C0043,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,1,115,0,115,Cash,EMP03
LI019441,TXN14069,25-01-2026,C0039,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,1,55,0,55,Cash,EMP04
LI019442,TXN14069,25-01-2026,C0039,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,4,380,19,361,Cash,EMP04
LI019443,TXN14069,25-01-2026,C0039,TRUE,P030,Banana 1 dozen,Fruits,Fresh,62,2,124,0,124,UPI,EMP02
LI019444,TXN14070,25-01-2026,C0045,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,Cash,EMP02
LI019445,TXN14070,25-01-2026,C0045,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,2,64,0,64,UPI,EMP04
LI019446,TXN14071,25-01-2026,C0050,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,0,124,UPI,EMP01
LI019447,TXN14071,25-01-2026,C0050,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,Cash,EMP04
LI019448,TXN14071,25-01-2026,C0050,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,2,76,0,76,Cash,EMP03
LI019449,TXN14072,25-01-2026,C0076,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,5,1425,0,1425,Cash,EMP04
LI019450,TXN14072,25-01-2026,C0076,TRUE,P021,Horlicks 200g,Beverages,GSK,162,1,162,8.1,153.9,UPI,EMP02
LI019451,TXN14072,25-01-2026,C0076,TRUE,P012,Paneer 200g,Dairy,Heritage,75,3,225,11.25,213.75,UPI,EMP03
LI019452,TXN14072,25-01-2026,C0076,TRUE,P027,Tomato 1kg,Vegetables,Fresh,42,1,42,0,42,UPI,EMP02
LI019453,TXN14072,25-01-2026,C0076,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,3,96,0,96,Cash,EMP01
LI019454,TXN14072,25-01-2026,C0076,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,UPI,EMP03
LI019455,TXN14073,2026-01-25,C0025,FALSE,P029,Potato 1kg,Vegetables,Fresh,30,4,120,0,120,Cash,EMP02
LI019456,TXN14073,2026-01-25,C0025,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,UPI,EMP03
LI019457,TXN14073,2026-01-25,C0025,FALSE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,UPI,EMP04
LI019458,TXN14074,2026-01-25,C0020,FALSE,P027,Tomato 1kg,Vegetables,Fresh,39,1,39,0,39,Cash,EMP01
LI019459,TXN14074,2026-01-25,C0020,FALSE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,Card,EMP02
LI019460,TXN14074,2026-01-25,C0020,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,2,290,0,290,UPI,EMP03
LI019461,TXN14074,2026-01-25,C0020,FALSE,P005,Chana Dal 1kg,Staples,Local,98,2,196,0,196,UPI,EMP02
LI019462,TXN14075,2026-01-25,C0069,FALSE,P028,Onion 1kg,Vegetables,Fresh,48,1,48,0,48,Card,EMP03
LI019463,TXN14075,2026-01-25,C0069,FALSE,P030,Banana 1 dozen,Fruits,Fresh,51,1,51,0,51,UPI,EMP03
LI019464,TXN14075,2026-01-25,C0069,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,UPI,EMP01
LI019465,TXN14076,2026-01-25,C0100,FALSE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,Cash,EMP01
LI019466,TXN14076,2026-01-25,C0100,FALSE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,Card,EMP04
LI019467,TXN14076,2026-01-25,C0100,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,0,95,Cash,EMP04
LI019468,TXN14076,2026-01-25,C0100,FALSE,P018,Garam Masala 50g,Spices,Everest,42,3,126,0,126,Card,EMP02
LI019469,TXN14077,25-01-2026,C0038,TRUE,P013,Butter 100g,Dairy,Amul,58,3,174,0,174,UPI,EMP03
LI019470,TXN14077,25-01-2026,C0038,TRUE,P028,Onion 1kg,Vegetables,Fresh,44,1,44,0,44,Cash,EMP02
LI019471,TXN14077,25-01-2026,C0038,TRUE,P021,Horlicks 200g,Beverages,GSK,162,2,324,16.2,307.8,UPI,EMP03
LI019472,TXN14077,25-01-2026,C0038,TRUE,P005,Chana Dal 1kg,Staples,Local,98,1,98,0,98,Cash,EMP01
LI019473,TXN14078,25-01-2026,C0008,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,UPI,EMP04
LI019474,TXN14078,25-01-2026,C0008,TRUE,P011,Curd 400g,Dairy,Aavin,35,2,70,0,70,Cash,EMP02
LI019475,TXN14078,25-01-2026,C0008,TRUE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,2,64,0,64,UPI,EMP03
LI019476,TXN14078,25-01-2026,C0008,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,1,32,0,32,UPI,EMP02
LI019477,TXN14078,25-01-2026,C0008,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,0,95,Card,EMP01
LI019478,TXN14079,25-01-2026,C0002,TRUE,P013,Butter 100g,Dairy,Amul,58,4,232,0,232,UPI,EMP02
LI019479,TXN14079,25-01-2026,C0002,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,2,64,0,64,UPI,EMP04
LI019480,TXN14079,25-01-2026,C0002,TRUE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,UPI,EMP01
LI019481,TXN14079,25-01-2026,C0002,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,0,40,Card,EMP01
LI019482,TXN14080,2026-01-25,C0015,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,Card,EMP03
LI019483,TXN14080,2026-01-25,C0015,FALSE,P016,Red Chilli Powder 200g,Spices,Aachi,55,1,55,0,55,UPI,EMP03
LI019484,TXN14081,2026-01-25,C0031,FALSE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,5,890,0,890,Cash,EMP01
LI019485,TXN14081,2026-01-25,C0031,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,3,435,0,435,Cash,EMP02
LI019486,TXN14082,25-01-2026,C0036,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,2,290,0,290,Cash,EMP04
LI019487,TXN14082,25-01-2026,C0036,TRUE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,UPI,EMP01
LI019488,TXN14082,25-01-2026,C0036,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,2,76,0,76,UPI,EMP01
LI019489,TXN14082,25-01-2026,C0036,TRUE,P029,Potato 1kg,Vegetables,Fresh,30,1,30,0,30,Card,EMP01
LI019490,TXN14082,25-01-2026,C0036,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,0,35,Cash,EMP03
LI019491,TXN14083,25-01-2026,C0054,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,1,145,7.25,137.75,UPI,EMP04
LI019492,TXN14083,25-01-2026,C0054,TRUE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,Cash,EMP04
LI019493,TXN14084,25-01-2026,C0029,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,1,235,0,235,UPI,EMP02
